uniprot_accession,organism_type,organism,gh_family,refseq_acc,fasta_path,fetch_url,fetch_status,fetch_error,sequence_length
D5UI30,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013117708.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013117708.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013117708.1&rettype=fasta&retmode=text,downloaded,,815
D1BXH1,bacterial,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),GH11,WP_012877523.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012877523.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012877523.1&rettype=fasta&retmode=text,downloaded,,338
A5CRL6,bacterial,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),GH10,WP_012038361.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012038361.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012038361.1&rettype=fasta&retmode=text,downloaded,,431
E3I192,bacterial,Rhodomicrobium vannielii (strain ATCC 17100 / DSM 162 / LMG 4299 / NCIMB 10020 / ATH 3.1.1),GH10,WP_013418509.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013418509.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013418509.1&rettype=fasta&retmode=text,downloaded,,368
D5UDH4,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013118758.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013118758.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013118758.1&rettype=fasta&retmode=text,downloaded,,820
C5BU21,bacterial,Teredinibacter turnerae (strain ATCC 39867 / T7901),GH11,WP_015820067.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015820067.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015820067.1&rettype=fasta&retmode=text,downloaded,,687
B2B5D0,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH10,XP_001911180.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001911180.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001911180.1&rettype=fasta&retmode=text,downloaded,,409
D7CRC3,bacterial,Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24),GH10,WP_013178575.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013178575.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013178575.1&rettype=fasta&retmode=text,downloaded,,328
B4RGI4,bacterial,Phenylobacterium zucineum (strain HLK1),GH10,WP_012523028.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012523028.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012523028.1&rettype=fasta&retmode=text,downloaded,,378
D2RTV2,archaea,Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / JCM 9101 / NCIMB 13204 / VKM B-1734 / 4k) (Halococcus turkmenicus),GH10,WP_012943342.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012943342.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012943342.1&rettype=fasta&retmode=text,downloaded,,482
D2QDL1,bacterial,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),GH10,WP_012926689.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012926689.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012926689.1&rettype=fasta&retmode=text,downloaded,,558
D1KJJ7,bacterial,Nesterenkonia xinjiangensis,GH11,WP_281366339.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_281366339.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_281366339.1&rettype=fasta&retmode=text,downloaded,,241
D5UDE7,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013118731.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013118731.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013118731.1&rettype=fasta&retmode=text,downloaded,,472
C9YW88,bacterial,Streptomyces scabiei (strain 87.22),GH10,WP_013001426.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013001426.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013001426.1&rettype=fasta&retmode=text,downloaded,,373
B6HPJ6,fungal,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),GH10,XP_002564127.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_002564127.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_002564127.1&rettype=fasta&retmode=text,downloaded,,396
Q00177,fungal,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),GH10,XP_659422.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_659422.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_659422.1&rettype=fasta&retmode=text,downloaded,,309
A8FDC5,bacterial,Bacillus pumilus (strain SAFR-032),GH10,WP_012009989.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012009989.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012009989.1&rettype=fasta&retmode=text,downloaded,,409
C9RLL3,bacterial,Fibrobacter succinogenes (strain ATCC 19169 / S85),GH11,WP_014547057.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_014547057.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_014547057.1&rettype=fasta&retmode=text,downloaded,,367
Q2U7D0,fungal,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),GH10,XP_001823668.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001823668.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001823668.1&rettype=fasta&retmode=text,downloaded,,327
B2AMH4,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH11,XP_001905189.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001905189.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001905189.1&rettype=fasta&retmode=text,downloaded,,214
B2A9I4,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH11,XP_001912252.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001912252.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001912252.1&rettype=fasta&retmode=text,downloaded,,223
P55332,fungal,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),GH11,XP_661217.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_661217.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_661217.1&rettype=fasta&retmode=text,downloaded,,225
A1CCU0,fungal,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),GH11,XP_001273773.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001273773.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001273773.1&rettype=fasta&retmode=text,downloaded,,229
P55333,fungal,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),GH11,XP_682634.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_682634.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_682634.1&rettype=fasta&retmode=text,downloaded,,221
B2B1K0,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH11,XP_001909851.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001909851.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001909851.1&rettype=fasta&retmode=text,downloaded,,240
G0RUP7,fungal,Hypocrea jecorina (strain QM6a) (Trichoderma reesei),GH11,XP_006968947.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_006968947.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_006968947.1&rettype=fasta&retmode=text,downloaded,,223
B2AC12,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH11,XP_001903201.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001903201.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001903201.1&rettype=fasta&retmode=text,downloaded,,287
Q0H904,fungal,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),GH10,XP_751877.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_751877.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_751877.1&rettype=fasta&retmode=text,downloaded,,324
A4XHD0,bacterial,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),GH10,WP_011916264.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011916264.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011916264.1&rettype=fasta&retmode=text,downloaded,,686
D0MHK8,bacterial,Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis),GH10,WP_012843578.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012843578.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012843578.1&rettype=fasta&retmode=text,downloaded,,498
E0RYH1,bacterial,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),GH10,WP_013279709.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013279709.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013279709.1&rettype=fasta&retmode=text,downloaded,,476
B8I5C0,bacterial,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),GH10,WP_015925748.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015925748.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015925748.1&rettype=fasta&retmode=text,downloaded,,1050
