uniprot_accession,organism,organism_type,gh_family,has_usable_structure,n_structure_entries,structure_sources,best_structure_source,best_structure_id,best_structure_path,best_standardization_status
Q97TI5,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),bacterial,GH10,True,1,modeller,modeller,Q97TI5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q97TI5_modeller_Q97TI5_modeller.pdb,standardized
Q97TP5,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),bacterial,GH10,True,1,modeller,modeller,Q97TP5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q97TP5_modeller_Q97TP5_modeller.pdb,standardized
C7C5G8,Paenibacillus barcinonensis,bacterial,GH10,True,1,modeller,modeller,C7C5G8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7C5G8_modeller_C7C5G8_modeller.pdb,standardized
O30700,Bacillus sp. NG-27,bacterial,GH10,True,11,pdb,pdb,2F8Q_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O30700_pdb_2F8Q_A_Repair.pdb,standardized
Q6GVM9,Ruminococcus albus,bacterial,GH11,True,1,modeller,modeller,Q6GVM9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6GVM9_modeller_Q6GVM9_modeller.pdb,standardized
A9KPY5,Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans),bacterial,GH10,True,1,modeller,modeller,A9KPY5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9KPY5_modeller_A9KPY5_modeller.pdb,standardized
D2QU83,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),bacterial,GH10,True,1,modeller,modeller,D2QU83_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2QU83_modeller_D2QU83_modeller.pdb,standardized
C0LK93,Paraglaciecola mesophila,bacterial,GH10,True,1,modeller,modeller,C0LK93_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C0LK93_modeller_C0LK93_modeller.pdb,standardized
A8TGA1,Neocallimastix patriciarum (Rumen fungus),fungal,GH11,True,1,modeller,modeller,A8TGA1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8TGA1_modeller_A8TGA1_modeller.pdb,standardized
B9VSZ3,Demequina sp. JK4,bacterial,GH10,True,1,modeller,modeller,B9VSZ3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9VSZ3_modeller_B9VSZ3_modeller.pdb,standardized
P17137,Clostridium saccharobutylicum,bacterial,GH11,True,1,modeller,modeller,P17137_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P17137_modeller_P17137_modeller.pdb,standardized
Q9F9B8,Paenibacillus sp. KCTC8848P,bacterial,GH10,True,1,modeller,modeller,Q9F9B8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9F9B8_modeller_Q9F9B8_modeller.pdb,standardized
B8I0L1,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),bacterial,GH10,True,1,modeller,modeller,B8I0L1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8I0L1_modeller_B8I0L1_modeller.pdb,standardized
P07529,Naganishia albida (Cryptococcus albidus),fungal,GH10,True,1,modeller,modeller,P07529_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P07529_modeller_P07529_modeller.pdb,standardized
E0XQP4,uncultured Verrucomicrobiales bacterium HF0010_05E02,bacterial,GH10,True,1,modeller,modeller,E0XQP4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0XQP4_modeller_E0XQP4_modeller.pdb,standardized
B8I4I7,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),bacterial,GH10,True,1,modeller,modeller,B8I4I7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8I4I7_modeller_B8I4I7_modeller.pdb,standardized
D7CRC9,Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24),bacterial,GH10,True,1,modeller,modeller,D7CRC9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7CRC9_modeller_D7CRC9_modeller.pdb,standardized
D7AWS0,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),bacterial,GH10,True,1,modeller,modeller,D7AWS0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7AWS0_modeller_D7AWS0_modeller.pdb,standardized
D1G4K3,Paecilomyces sp. 'thermophila',fungal,GH11,True,1,modeller,modeller,D1G4K3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1G4K3_modeller_D1G4K3_modeller.pdb,standardized
D5BGE4,Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) (Wangia profunda),bacterial,GH10,True,1,modeller,modeller,D5BGE4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5BGE4_modeller_D5BGE4_modeller.pdb,standardized
E4T4X1,Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4),bacterial,GH10,True,1,modeller,modeller,E4T4X1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4T4X1_modeller_E4T4X1_modeller.pdb,standardized
P36917,Thermoanaerobacterium saccharolyticum,bacterial,GH10,True,1,modeller,modeller,P36917_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P36917_modeller_P36917_modeller.pdb,standardized
E0RS15,Spirochaeta thermophila (strain ATCC 49972 / DSM 6192 / RI 19.B1),bacterial,GH10,True,1,modeller,modeller,E0RS15_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0RS15_modeller_E0RS15_modeller.pdb,standardized
B1ZNF5,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH10,True,1,modeller,modeller,B1ZNF5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1ZNF5_modeller_B1ZNF5_modeller.pdb,standardized
C9YVP9,Streptomyces scabiei (strain 87.22),bacterial,GH10,True,1,modeller,modeller,C9YVP9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YVP9_modeller_C9YVP9_modeller.pdb,standardized
P40944,Caldicellulosiruptor sp. (strain Rt8B.4),bacterial,GH10,True,1,modeller,modeller,P40944_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P40944_modeller_P40944_modeller.pdb,standardized
C5BQQ4,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BQQ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BQQ4_modeller_C5BQQ4_modeller.pdb,standardized
Q9RMH9,Streptomyces viridosporus,bacterial,GH11,True,1,modeller,modeller,Q9RMH9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RMH9_modeller_Q9RMH9_modeller.pdb,standardized
Q21HD6,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH10,True,1,modeller,modeller,Q21HD6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21HD6_modeller_Q21HD6_modeller.pdb,standardized
C9Z2V1,Streptomyces scabiei (strain 87.22),bacterial,GH11,True,1,modeller,modeller,C9Z2V1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9Z2V1_modeller_C9Z2V1_modeller.pdb,standardized
Q8GMV7,Thermopolyspora flexuosa,bacterial,GH11,True,6,pdb,pdb,1M4W_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GMV7_pdb_1M4W_A_Repair.pdb,standardized
B2AQD3,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),fungal,GH10,True,1,modeller,modeller,B2AQD3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2AQD3_modeller_B2AQD3_modeller.pdb,standardized
A7UG54,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,True,1,modeller,modeller,A7UG54_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7UG54_modeller_A7UG54_modeller.pdb,standardized
Q8GJ37,Thermoclostridium stercorarium (Clostridium stercorarium),bacterial,GH10,True,1,modeller,modeller,Q8GJ37_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GJ37_modeller_Q8GJ37_modeller.pdb,standardized
Q9XDV5,Thermoclostridium stercorarium (Clostridium stercorarium),bacterial,GH10,True,1,modeller,modeller,Q9XDV5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9XDV5_modeller_Q9XDV5_modeller.pdb,standardized
Q47QL8,Thermobifida fusca (strain YX),bacterial,GH11,True,1,modeller,modeller,Q47QL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47QL8_modeller_Q47QL8_modeller.pdb,standardized
D7AYW2,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),bacterial,GH11,True,1,modeller,modeller,D7AYW2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7AYW2_modeller_D7AYW2_modeller.pdb,standardized
D1BWB1,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,True,1,modeller,modeller,D1BWB1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BWB1_modeller_D1BWB1_modeller.pdb,standardized
Q21MW6,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH11,True,1,modeller,modeller,Q21MW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21MW6_modeller_Q21MW6_modeller.pdb,standardized
D8L2Y2,Sphingobacterium sp. TN19,bacterial,GH10,True,1,modeller,modeller,D8L2Y2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D8L2Y2_modeller_D8L2Y2_modeller.pdb,standardized
Q8GJ38,Thermoclostridium stercorarium (Clostridium stercorarium),bacterial,GH10,True,1,modeller,modeller,Q8GJ38_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GJ38_modeller_Q8GJ38_modeller.pdb,standardized
P40942,Thermoclostridium stercorarium (Clostridium stercorarium),bacterial,GH10,True,1,pdb,pdb,2DEP_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P40942_pdb_2DEP_A_Repair.pdb,standardized
C5BU23,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH11,True,1,modeller,modeller,C5BU23_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BU23_modeller_C5BU23_modeller.pdb,standardized
A6XB98,Sorangium cellulosum (Polyangium cellulosum),bacterial,GH10,True,1,modeller,modeller,A6XB98_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6XB98_modeller_A6XB98_modeller.pdb,standardized
A9ER43,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,True,1,modeller,modeller,A9ER43_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9ER43_modeller_A9ER43_modeller.pdb,standardized
C7R1S9,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),bacterial,GH10,True,1,modeller,modeller,C7R1S9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7R1S9_modeller_C7R1S9_modeller.pdb,standardized
A8FE31,Bacillus pumilus (strain SAFR-032),bacterial,GH11,True,1,modeller,modeller,A8FE31_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8FE31_modeller_A8FE31_modeller.pdb,standardized
B1A4I1,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,B1A4I1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1A4I1_modeller_B1A4I1_modeller.pdb,standardized
Q9L7Q9,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,Q9L7Q9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9L7Q9_modeller_Q9L7Q9_modeller.pdb,standardized
P26223,Butyrivibrio fibrisolvens,bacterial,GH10,True,1,modeller,modeller,P26223_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P26223_modeller_P26223_modeller.pdb,standardized
E0S1Z8,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,True,1,modeller,modeller,E0S1Z8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0S1Z8_modeller_E0S1Z8_modeller.pdb,standardized
Q9RKN6,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),bacterial,GH11,True,1,modeller,modeller,Q9RKN6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RKN6_modeller_Q9RKN6_modeller.pdb,standardized
P26515,Streptomyces lividans,bacterial,GH11,True,1,pdb,pdb,5EJ3_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P26515_pdb_5EJ3_A_Repair.pdb,standardized
Q8RMN7,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,Q8RMN7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8RMN7_modeller_Q8RMN7_modeller.pdb,standardized
C8CB65,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,C8CB65_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C8CB65_modeller_C8CB65_modeller.pdb,standardized
Q9AMB5,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,Q9AMB5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9AMB5_modeller_Q9AMB5_modeller.pdb,standardized
Q06RH9,Bacillus pumilus (Bacillus mesentericus),bacterial,GH11,True,1,modeller,modeller,Q06RH9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q06RH9_modeller_Q06RH9_modeller.pdb,standardized
D9SST3,Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B),bacterial,GH10,True,1,modeller,modeller,D9SST3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9SST3_modeller_D9SST3_modeller.pdb,standardized
O68541,Cellvibrio mixtus,bacterial,GH10,True,5,pdb,pdb,1UQY_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O68541_pdb_1UQY_A_Repair.pdb,standardized
D9TJ43,Caldicellulosiruptor obsidiansis (strain ATCC BAA-2073 / JCM 16842 / OB47),bacterial,GH10,True,1,modeller,modeller,D9TJ43_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9TJ43_modeller_D9TJ43_modeller.pdb,standardized
Q27SW6,Rhizobium leguminosarum bv. trifolii,bacterial,GH10,True,1,modeller,modeller,Q27SW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q27SW6_modeller_Q27SW6_modeller.pdb,standardized
C6ATW9,Rhizobium leguminosarum bv. trifolii (strain WSM1325),bacterial,GH10,True,1,modeller,modeller,C6ATW9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6ATW9_modeller_C6ATW9_modeller.pdb,standardized
B3PWG3,Rhizobium etli (strain CIAT 652),bacterial,GH10,True,1,modeller,modeller,B3PWG3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B3PWG3_modeller_B3PWG3_modeller.pdb,standardized
A9F9J8,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,True,1,modeller,modeller,A9F9J8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9J8_modeller_A9F9J8_modeller.pdb,standardized
C7R1S8,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),bacterial,GH10,True,1,modeller,modeller,C7R1S8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7R1S8_modeller_C7R1S8_modeller.pdb,standardized
A9B286,Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95),bacterial,GH10,True,1,modeller,modeller,A9B286_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9B286_modeller_A9B286_modeller.pdb,standardized
Q3YBZ9,Geobacillus stearothermophilus (Bacillus stearothermophilus),bacterial,GH10,True,1,modeller,modeller,Q3YBZ9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YBZ9_modeller_Q3YBZ9_modeller.pdb,standardized
Q09LY9,Geobacillus stearothermophilus (Bacillus stearothermophilus),bacterial,GH10,True,7,pdb,pdb,1N82_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q09LY9_pdb_1N82_A_Repair.pdb,standardized
Q9RMM4,Streptomyces thermocyaneoviolaceus,bacterial,GH11,True,1,modeller,modeller,Q9RMM4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RMM4_modeller_Q9RMM4_modeller.pdb,standardized
D9TN00,Thermoanaerobacterium thermosaccharolyticum (strain ATCC 7956 / DSM 571 / NCIMB 9385 / NCA 3814 / NCTC 13789 / WDCM 00135 / 2032) (Clostridium thermosaccharolyticum),bacterial,GH10,True,1,modeller,modeller,D9TN00_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9TN00_modeller_D9TN00_modeller.pdb,standardized
D4LDI7,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),bacterial,GH10,True,1,modeller,modeller,D4LDI7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D4LDI7_modeller_D4LDI7_modeller.pdb,standardized
Q482D0,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus),bacterial,GH10,True,1,modeller,modeller,Q482D0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482D0_modeller_Q482D0_modeller.pdb,standardized
A9GSV7,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,True,1,modeller,modeller,A9GSV7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9GSV7_modeller_A9GSV7_modeller.pdb,standardized
C7PX63,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH11,True,1,modeller,modeller,C7PX63_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7PX63_modeller_C7PX63_modeller.pdb,standardized
Q9X583,Streptomyces chattanoogensis,bacterial,GH10,True,1,modeller,modeller,Q9X583_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9X583_modeller_Q9X583_modeller.pdb,standardized
B4RAV8,Phenylobacterium zucineum (strain HLK1),bacterial,GH10,True,1,modeller,modeller,B4RAV8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B4RAV8_modeller_B4RAV8_modeller.pdb,standardized
E4NJK1,Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae),bacterial,GH10,True,1,modeller,modeller,E4NJK1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4NJK1_modeller_E4NJK1_modeller.pdb,standardized
P07986,Cellulomonas fimi,bacterial,GH10,True,17,pdb,pdb,1EXG_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P07986_pdb_1EXG_A_Repair.pdb,standardized
D2B806,Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100),bacterial,GH10,True,1,modeller,modeller,D2B806_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2B806_modeller_D2B806_modeller.pdb,standardized
D7AUR0,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),bacterial,GH10,True,1,modeller,modeller,D7AUR0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7AUR0_modeller_D7AUR0_modeller.pdb,standardized
O83007,Aeromonas caviae (Aeromonas punctata),bacterial,GH10,True,1,modeller,modeller,O83007_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O83007_modeller_O83007_modeller.pdb,standardized
C0INJ5,uncultured bacterium BLR13,bacterial,GH10,True,1,modeller,modeller,C0INJ5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C0INJ5_modeller_C0INJ5_modeller.pdb,standardized
B2IZQ1,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),bacterial,GH10,True,1,modeller,modeller,B2IZQ1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2IZQ1_modeller_B2IZQ1_modeller.pdb,standardized
C5C1P4,Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / CCUG 43141 / JCM 11478 / NBRC 16432 / NCIMB 13614 / HKI 0122),bacterial,GH10,True,1,modeller,modeller,C5C1P4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5C1P4_modeller_C5C1P4_modeller.pdb,standardized
E2IHD5,Microbispora corallina,bacterial,GH10,True,1,modeller,modeller,E2IHD5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E2IHD5_modeller_E2IHD5_modeller.pdb,standardized
Q56013,Streptomyces sp. EC3,bacterial,GH11,True,1,modeller,modeller,Q56013_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q56013_modeller_Q56013_modeller.pdb,standardized
P26220,Streptomyces lividans,bacterial,GH11,True,1,modeller,modeller,P26220_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P26220_modeller_P26220_modeller.pdb,standardized
Q59301,Cellvibrio mixtus,bacterial,GH10,True,1,modeller,modeller,Q59301_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q59301_modeller_Q59301_modeller.pdb,standardized
D4GI13,Pantoea ananatis (strain LMG 20103),bacterial,GH10,True,1,modeller,modeller,D4GI13_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D4GI13_modeller_D4GI13_modeller.pdb,standardized
Q9A404,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) (Caulobacter crescentus),bacterial,GH10,True,1,modeller,modeller,Q9A404_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9A404_modeller_Q9A404_modeller.pdb,standardized
B2A0C7,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH10,True,1,modeller,modeller,B2A0C7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2A0C7_modeller_B2A0C7_modeller.pdb,standardized
P79046,Humicola insolens (Soft-rot fungus),fungal,GH10,True,1,modeller,modeller,P79046_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P79046_modeller_P79046_modeller.pdb,standardized
B2AMK1,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),fungal,GH10,True,1,modeller,modeller,B2AMK1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2AMK1_modeller_B2AMK1_modeller.pdb,standardized
D5UIQ1,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UIQ1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UIQ1_modeller_D5UIQ1_modeller.pdb,standardized
Q60037,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),bacterial,GH10,True,3,pdb,pdb,1I82_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q60037_pdb_1I82_A_Repair.pdb,standardized
B3PC74,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,True,1,modeller,modeller,B3PC74_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B3PC74_modeller_B3PC74_modeller.pdb,standardized
Q9RBZ5,Cellvibrio japonicus (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,True,1,modeller,modeller,Q9RBZ5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RBZ5_modeller_Q9RBZ5_modeller.pdb,standardized
D5UDG3,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UDG3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UDG3_modeller_D5UDG3_modeller.pdb,standardized
P23556,Caldicellulosiruptor saccharolyticus (Caldocellum saccharolyticum),bacterial,GH10,True,1,modeller,modeller,P23556_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P23556_modeller_P23556_modeller.pdb,standardized
Q1MD47,Rhizobium johnstonii (strain DSM 114642 / LMG 32736 / 3841) (Rhizobium leguminosarum bv. viciae),bacterial,GH10,True,1,modeller,modeller,Q1MD47_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q1MD47_modeller_Q1MD47_modeller.pdb,standardized
C7PYE0,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH10,True,1,modeller,modeller,C7PYE0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7PYE0_modeller_C7PYE0_modeller.pdb,standardized
Q52753,Ruminococcus flavefaciens,bacterial,GH11,True,1,modeller,modeller,Q52753_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52753_modeller_Q52753_modeller.pdb,standardized
B9MLP1,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),bacterial,GH11,True,1,modeller,modeller,B9MLP1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9MLP1_modeller_B9MLP1_modeller.pdb,standardized
E4SCE2,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),bacterial,GH11,True,1,modeller,modeller,E4SCE2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4SCE2_modeller_E4SCE2_modeller.pdb,standardized
