uniprot_accession,organism,organism_type,gh_family,structure_source,structure_id,structure_path,template_code,template_identity,template_coverage,foldx_wt_total_energy,foldx_energy_per_residue,structure_exists,standardized_structure_path,standardization_status,structure_source_normalized,structure_source_priority,usable_structure_path,usable_structure_exists,usable_structure_status,structure_manifest_row_id,structure_file_format,n_atom_records,n_hetatm_records,n_model_records,stage3_standardized_structure_path,stage3_standardization_status,stage3_copy_mode,stage3_copy_operation,stage3_standardization_error
Q21PD4,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH10,modeller,Q21PD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q21PD4/Q21PD4_modeller.pdb,1CLX,0.1195,0.9394,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21PD4_modeller_Q21PD4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21PD4_modeller_Q21PD4_modeller.pdb,True,available,structure_000529,pdb,4354,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q21PD4_modeller_Q21PD4_modeller.pdb,standardized_available,copy,skipped_existing,
Q27SW6,Rhizobium leguminosarum bv. trifolii,bacterial,GH10,modeller,Q27SW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q27SW6/Q27SW6_modeller.pdb,1TA3,0.2703,0.916,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q27SW6_modeller_Q27SW6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q27SW6_modeller_Q27SW6_modeller.pdb,True,available,structure_000530,pdb,2806,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q27SW6_modeller_Q27SW6_modeller.pdb,standardized_available,copy,skipped_existing,
Q288H9,Flavobacterium sp. MSY2,bacterial,GH10,modeller,Q288H9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q288H9/Q288H9_modeller.pdb,1UQY,0.4261,0.9789,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q288H9_modeller_Q288H9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q288H9_modeller_Q288H9_modeller.pdb,True,available,structure_000531,pdb,2970,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q288H9_modeller_Q288H9_modeller.pdb,standardized_available,copy,skipped_existing,
Q2I0I8,Aspergillus sulphureus,fungal,GH11,modeller,Q2I0I8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2I0I8/Q2I0I8_modeller.pdb,1T6G,0.9668,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I0I8_modeller_Q2I0I8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I0I8_modeller_Q2I0I8_modeller.pdb,True,available,structure_000817,pdb,1590,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2I0I8_modeller_Q2I0I8_modeller.pdb,standardized_available,copy,skipped_existing,
Q2I6W5,Paenibacillus campinasensis,bacterial,GH11,modeller,Q2I6W5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2I6W5/Q2I6W5_modeller.pdb,2DCJ,0.7082,0.939,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I6W5_modeller_Q2I6W5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I6W5_modeller_Q2I6W5_modeller.pdb,True,available,structure_000252,pdb,2905,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2I6W5_modeller_Q2I6W5_modeller.pdb,standardized_available,copy,skipped_existing,
Q2PGV8,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),fungal,GH10,modeller,Q2PGV8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2PGV8/Q2PGV8_modeller.pdb,4F8X,0.3352,0.9972,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2PGV8_modeller_Q2PGV8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2PGV8_modeller_Q2PGV8_modeller.pdb,True,available,structure_000734,pdb,2820,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2PGV8_modeller_Q2PGV8_modeller.pdb,standardized_available,copy,skipped_existing,
Q2PQU3,Aspergillus phoenicis (Aspergillus saitoi),fungal,GH11,modeller,Q2PQU3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2PQU3/Q2PQU3_modeller.pdb,1XND,0.0395,0.5105,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2PQU3_modeller_Q2PQU3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2PQU3_modeller_Q2PQU3_modeller.pdb,True,available,structure_000818,pdb,776,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2PQU3_modeller_Q2PQU3_modeller.pdb,standardized_available,copy,skipped_existing,
Q2TYA7,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),fungal,GH10,modeller,Q2TYA7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2TYA7/Q2TYA7_modeller.pdb,4F8X,0.3944,0.9694,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2TYA7_modeller_Q2TYA7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2TYA7_modeller_Q2TYA7_modeller.pdb,True,available,structure_000735,pdb,2700,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2TYA7_modeller_Q2TYA7_modeller.pdb,standardized_available,copy,skipped_existing,
Q2U7D0,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),fungal,GH10,modeller,Q2U7D0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q2U7D0/Q2U7D0_modeller.pdb,1TA3,0.6177,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2U7D0_modeller_Q2U7D0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2U7D0_modeller_Q2U7D0_modeller.pdb,True,available,structure_000736,pdb,2475,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q2U7D0_modeller_Q2U7D0_modeller.pdb,standardized_available,copy,skipped_existing,
Q31ND9,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),bacterial,GH10,modeller,Q31ND9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q31ND9/Q31ND9_modeller.pdb,1VBR,0.2279,0.9303,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q31ND9_modeller_Q31ND9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q31ND9_modeller_Q31ND9_modeller.pdb,True,available,structure_000532,pdb,2982,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q31ND9_modeller_Q31ND9_modeller.pdb,standardized_available,copy,skipped_existing,
Q38Q19,Plectosphaerella cucumerina,fungal,GH11,modeller,Q38Q19_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q38Q19/Q38Q19_modeller.pdb,1YNA,0.6696,0.9912,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q38Q19_modeller_Q38Q19_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q38Q19_modeller_Q38Q19_modeller.pdb,True,available,structure_000819,pdb,1714,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q38Q19_modeller_Q38Q19_modeller.pdb,standardized_available,copy,skipped_existing,
Q3BMC2,Xanthomonas euvesicatoria pv. vesicatoria (strain 85-10) (Xanthomonas campestris pv. vesicatoria),bacterial,GH10,modeller,Q3BMC2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3BMC2/Q3BMC2_modeller.pdb,1TA3,0.1909,0.9909,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC2_modeller_Q3BMC2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC2_modeller_Q3BMC2_modeller.pdb,True,available,structure_000533,pdb,2606,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3BMC2_modeller_Q3BMC2_modeller.pdb,standardized_available,copy,skipped_existing,
Q3BMC7,Xanthomonas euvesicatoria pv. vesicatoria (strain 85-10) (Xanthomonas campestris pv. vesicatoria),bacterial,GH10,modeller,Q3BMC7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3BMC7/Q3BMC7_modeller.pdb,1UQY,0.3768,0.9244,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC7_modeller_Q3BMC7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC7_modeller_Q3BMC7_modeller.pdb,True,available,structure_000534,pdb,3199,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3BMC7_modeller_Q3BMC7_modeller.pdb,standardized_available,copy,skipped_existing,
Q3HLJ4,Bacillus subtilis,bacterial,GH11,modeller,Q3HLJ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3HLJ4/Q3HLJ4_modeller.pdb,1BCX,0.9577,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3HLJ4_modeller_Q3HLJ4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3HLJ4_modeller_Q3HLJ4_modeller.pdb,True,available,structure_000667,pdb,1649,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3HLJ4_modeller_Q3HLJ4_modeller.pdb,standardized_available,copy,skipped_existing,
Q3KT08,uncultured Neocallimastigales,fungal,GH11,modeller,Q3KT08_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3KT08/Q3KT08_modeller.pdb,1H1A,0.1831,0.8847,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3KT08_modeller_Q3KT08_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3KT08_modeller_Q3KT08_modeller.pdb,True,available,structure_000820,pdb,2266,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3KT08_modeller_Q3KT08_modeller.pdb,standardized_available,copy,skipped_existing,
Q3MDD9,Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis),bacterial,GH10,modeller,Q3MDD9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3MDD9/Q3MDD9_modeller.pdb,1UQY,0.2029,0.9921,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3MDD9_modeller_Q3MDD9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3MDD9_modeller_Q3MDD9_modeller.pdb,True,available,structure_000535,pdb,3098,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3MDD9_modeller_Q3MDD9_modeller.pdb,standardized_available,copy,skipped_existing,
Q3YAW6,Cellulomonas fimi,bacterial,GH10,modeller,Q3YAW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3YAW6/Q3YAW6_modeller.pdb,1NQ6,0.5128,0.9829,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YAW6_modeller_Q3YAW6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YAW6_modeller_Q3YAW6_modeller.pdb,True,available,structure_000536,pdb,3537,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3YAW6_modeller_Q3YAW6_modeller.pdb,standardized_available,copy,skipped_existing,
Q3YBZ9,Geobacillus stearothermophilus (Bacillus stearothermophilus),bacterial,GH10,modeller,Q3YBZ9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3YBZ9/Q3YBZ9_modeller.pdb,1N82,0.994,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YBZ9_modeller_Q3YBZ9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YBZ9_modeller_Q3YBZ9_modeller.pdb,True,available,structure_000537,pdb,2729,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3YBZ9_modeller_Q3YBZ9_modeller.pdb,standardized_available,copy,skipped_existing,
Q3ZM13,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,modeller,Q3ZM13_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q3ZM13/Q3ZM13_modeller.pdb,1TA3,0.3456,0.9755,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3ZM13_modeller_Q3ZM13_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3ZM13_modeller_Q3ZM13_modeller.pdb,True,available,structure_000737,pdb,2484,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q3ZM13_modeller_Q3ZM13_modeller.pdb,standardized_available,copy,skipped_existing,
Q43993,Aeromonas caviae (Aeromonas punctata),bacterial,GH11,modeller,Q43993_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q43993/Q43993_modeller.pdb,1BCX,0.784,0.9906,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q43993_modeller_Q43993_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q43993_modeller_Q43993_modeller.pdb,True,available,structure_000668,pdb,1639,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q43993_modeller_Q43993_modeller.pdb,standardized_available,copy,skipped_existing,
Q45VU2,Bacillus subtilis,bacterial,GH11,modeller,Q45VU2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q45VU2/Q45VU2_modeller.pdb,1BCX,0.9531,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU2_modeller_Q45VU2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU2_modeller_Q45VU2_modeller.pdb,True,available,structure_000253,pdb,1651,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q45VU2_modeller_Q45VU2_modeller.pdb,standardized_available,copy,skipped_existing,
Q45VU5,Brevibacillus brevis (Bacillus brevis),bacterial,GH11,modeller,Q45VU5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q45VU5/Q45VU5_modeller.pdb,1BCX,0.9765,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU5_modeller_Q45VU5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU5_modeller_Q45VU5_modeller.pdb,True,available,structure_000669,pdb,1650,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q45VU5_modeller_Q45VU5_modeller.pdb,standardized_available,copy,skipped_existing,
Q45VU6,Bacillus amyloliquefaciens (Bacillus velezensis),bacterial,GH11,modeller,Q45VU6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q45VU6/Q45VU6_modeller.pdb,1BCX,0.9859,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU6_modeller_Q45VU6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU6_modeller_Q45VU6_modeller.pdb,True,available,structure_000670,pdb,1658,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q45VU6_modeller_Q45VU6_modeller.pdb,standardized_available,copy,skipped_existing,
Q45VU9,Paenibacillus polymyxa (Bacillus polymyxa),bacterial,GH11,modeller,Q45VU9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q45VU9/Q45VU9_modeller.pdb,1BCX,0.7793,0.9906,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU9_modeller_Q45VU9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q45VU9_modeller_Q45VU9_modeller.pdb,True,available,structure_000671,pdb,1626,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q45VU9_modeller_Q45VU9_modeller.pdb,standardized_available,copy,skipped_existing,
Q47871,Eubacterium ruminantium,bacterial,GH10,modeller,Q47871_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q47871/Q47871_modeller.pdb,1JJF,0.1231,0.9881,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47871_modeller_Q47871_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47871_modeller_Q47871_modeller.pdb,True,available,structure_000538,pdb,6417,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q47871_modeller_Q47871_modeller.pdb,standardized_available,copy,skipped_existing,
Q47L48,Thermobifida fusca (strain YX),bacterial,GH10,modeller,Q47L48_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q47L48/Q47L48_modeller.pdb,1VBR,0.312,0.8697,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47L48_modeller_Q47L48_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47L48_modeller_Q47L48_modeller.pdb,True,available,structure_000539,pdb,3189,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q47L48_modeller_Q47L48_modeller.pdb,standardized_available,copy,skipped_existing,
Q47QL8,Thermobifida fusca (strain YX),bacterial,GH11,modeller,Q47QL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q47QL8/Q47QL8_modeller.pdb,1M4W,0.7427,0.9826,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47QL8_modeller_Q47QL8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47QL8_modeller_Q47QL8_modeller.pdb,True,available,structure_000240,pdb,2572,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q47QL8_modeller_Q47QL8_modeller.pdb,standardized_available,copy,skipped_existing,
Q482C3,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus),bacterial,GH10,modeller,Q482C3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q482C3/Q482C3_modeller.pdb,2DEP,0.1628,0.9974,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482C3_modeller_Q482C3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482C3_modeller_Q482C3_modeller.pdb,True,available,structure_000540,pdb,3164,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q482C3_modeller_Q482C3_modeller.pdb,standardized_available,copy,skipped_existing,
Q482D0,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus),bacterial,GH10,modeller,Q482D0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q482D0/Q482D0_modeller.pdb,1NQ6,0.1226,0.9913,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482D0_modeller_Q482D0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482D0_modeller_Q482D0_modeller.pdb,True,available,structure_000541,pdb,3720,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q482D0_modeller_Q482D0_modeller.pdb,standardized_available,copy,skipped_existing,
Q49SA1,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,modeller,Q49SA1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q49SA1/Q49SA1_modeller.pdb,1TA3,0.5199,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA1_modeller_Q49SA1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA1_modeller_Q49SA1_modeller.pdb,True,available,structure_000738,pdb,2525,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q49SA1_modeller_Q49SA1_modeller.pdb,standardized_available,copy,skipped_existing,
Q49SA4,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,modeller,Q49SA4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q49SA4/Q49SA4_modeller.pdb,3WUB,0.3351,0.9634,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA4_modeller_Q49SA4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA4_modeller_Q49SA4_modeller.pdb,True,available,structure_000739,pdb,3417,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q49SA4_modeller_Q49SA4_modeller.pdb,standardized_available,copy,skipped_existing,
Q49SA5,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH11,modeller,Q49SA5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q49SA5/Q49SA5_modeller.pdb,8KEU,0.6009,0.9781,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA5_modeller_Q49SA5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA5_modeller_Q49SA5_modeller.pdb,True,available,structure_000821,pdb,1729,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q49SA5_modeller_Q49SA5_modeller.pdb,standardized_available,copy,skipped_existing,
Q49UB8,Piromyces sp. RRY-2002,fungal,GH11,modeller,Q49UB8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q49UB8/Q49UB8_modeller.pdb,1H1A,0.2076,0.9422,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49UB8_modeller_Q49UB8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49UB8_modeller_Q49UB8_modeller.pdb,True,available,structure_000822,pdb,2120,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q49UB8_modeller_Q49UB8_modeller.pdb,standardized_available,copy,skipped_existing,
Q4JHP5,Aspergillus terreus,fungal,GH10,modeller,Q4JHP5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q4JHP5/Q4JHP5_modeller.pdb,1TA3,0.6361,0.9969,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q4JHP5_modeller_Q4JHP5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q4JHP5_modeller_Q4JHP5_modeller.pdb,True,available,structure_000740,pdb,2490,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q4JHP5_modeller_Q4JHP5_modeller.pdb,standardized_available,copy,skipped_existing,
Q4ZMT4,Pseudomonas syringae pv. syringae (strain B728a),bacterial,GH10,modeller,Q4ZMT4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q4ZMT4/Q4ZMT4_modeller.pdb,1VBR,0.2838,0.9378,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q4ZMT4_modeller_Q4ZMT4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q4ZMT4_modeller_Q4ZMT4_modeller.pdb,True,available,structure_000542,pdb,2900,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q4ZMT4_modeller_Q4ZMT4_modeller.pdb,standardized_available,copy,skipped_existing,
Q52307,Xylanibacter ruminicola (Prevotella ruminicola),bacterial,GH10,modeller,Q52307_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q52307/Q52307_modeller.pdb,1CLX,0.1344,0.8642,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52307_modeller_Q52307_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52307_modeller_Q52307_modeller.pdb,True,available,structure_000543,pdb,5504,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q52307_modeller_Q52307_modeller.pdb,standardized_available,copy,skipped_existing,
Q52644,Ruminococcus albus,bacterial,GH11,modeller,Q52644_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q52644/Q52644_modeller.pdb,2C71,0.2621,0.9956,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52644_modeller_Q52644_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52644_modeller_Q52644_modeller.pdb,True,available,structure_000672,pdb,5235,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q52644_modeller_Q52644_modeller.pdb,standardized_available,copy,skipped_existing,
Q52753,Ruminococcus flavefaciens,bacterial,GH11,modeller,Q52753_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q52753/Q52753_modeller.pdb,1GMM,0.1901,0.8745,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52753_modeller_Q52753_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52753_modeller_Q52753_modeller.pdb,True,available,structure_000673,pdb,5935,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q52753_modeller_Q52753_modeller.pdb,standardized_available,copy,skipped_existing,
Q53317,Ruminococcus flavefaciens,bacterial,GH11,modeller,Q53317_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q53317/Q53317_modeller.pdb,1GMM,0.1746,0.8516,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q53317_modeller_Q53317_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q53317_modeller_Q53317_modeller.pdb,True,available,structure_000674,pdb,6280,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q53317_modeller_Q53317_modeller.pdb,standardized_available,copy,skipped_existing,
Q56013,Streptomyces sp. EC3,bacterial,GH11,modeller,Q56013_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/Q56013/Q56013_modeller.pdb,1HIX,0.6917,0.95,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q56013_modeller_Q56013_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q56013_modeller_Q56013_modeller.pdb,True,available,structure_000675,pdb,1832,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/Q56013_modeller_Q56013_modeller.pdb,standardized_available,copy,skipped_existing,
