pdb_id,file_path,chosen_chain,chain_length,file_type,hbond_proxy_count,salt_bridge_count,disulfide_count,sasa_total,uniprot_accession,organism_type,organism,xref_cazy,gh_family,pdb_tag,foldx_wt_total_energy,foldx_energy_per_residue
4XX6,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XX6.cif,B,321,cif,1822.0,36.0,1.0,6942.459131552198,S7Q6I2,fungal,Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus),,unknown,4XX6_B_Repair,-44.71,-0.1392834890965732
5AY7,/home/ubuntu/xylanase-thesis/data/raw/pdb/5AY7.cif,B,326,cif,1535.0,86.0,0.0,11656.093464397503,A0A140UHL2,eukaryote_non_fungal,Aegilops speltoides subsp. speltoides,,unknown,5AY7_B_Repair,-20.7,-0.06349693251533742
5DPN,/home/ubuntu/xylanase-thesis/data/raw/pdb/5DPN.cif,A,166,cif,646.0,9.0,0.0,5965.190270287909,Q7WTN6,bacterial,Rhodothermus marinus (Rhodothermus obamensis),CBM4;GH10;,GH10,5DPN_A_Repair,-13.68,-0.08240963855421686
5EB8,/home/ubuntu/xylanase-thesis/data/raw/pdb/5EB8.cif,A,354,cif,1991.0,97.0,0.0,9416.879707811726,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5EB8_A_Repair,-51.84,-0.14644067796610172
5EBA,/home/ubuntu/xylanase-thesis/data/raw/pdb/5EBA.cif,A,354,cif,1790.0,94.0,0.0,11214.439937121182,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5EBA_A_Repair,-27.97,-0.07901129943502824
5EFD,/home/ubuntu/xylanase-thesis/data/raw/pdb/5EFD.cif,A,354,cif,2000.0,92.0,0.0,9607.880624336502,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5EFD_A_Repair,-67.08,-0.1894915254237288
5EFF,/home/ubuntu/xylanase-thesis/data/raw/pdb/5EFF.cif,A,354,cif,1576.0,93.0,0.0,13919.558456446162,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5EFF_A_Repair,-46.7,-0.13192090395480227
5EJ3,/home/ubuntu/xylanase-thesis/data/raw/pdb/5EJ3.cif,A,191,cif,1076.0,19.0,0.0,3599.090652618061,P26515,bacterial,Streptomyces lividans,CBM2;GH11;,GH11,5EJ3_A_Repair,-15.8,-0.08272251308900525
5FXM,/home/ubuntu/xylanase-thesis/data/raw/pdb/5FXM.cif,A,274,cif,1196.0,49.0,0.0,10323.15316183017,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,5FXM_A_Repair,-56.94,-0.20781021897810217
5GQD,/home/ubuntu/xylanase-thesis/data/raw/pdb/5GQD.cif,A,427,cif,2672.0,68.0,5.0,6172.861382211317,Q7SI98,bacterial,Streptomyces olivaceoviridis (Streptomyces corchorusii),CBM13;GH10;,GH10,5GQD_A_Repair,-13.99,-0.03276346604215457
5GQE,/home/ubuntu/xylanase-thesis/data/raw/pdb/5GQE.cif,A,429,cif,2284.0,75.0,5.0,8882.486264870458,Q7SI98,bacterial,Streptomyces olivaceoviridis (Streptomyces corchorusii),CBM13;GH10;,GH10,5GQE_A_Repair,29.67,0.06916083916083916
5HXV,/home/ubuntu/xylanase-thesis/data/raw/pdb/5HXV.cif,A,189,cif,849.0,10.0,1.0,5174.838116868644,W8VR85,fungal,Talaromyces pinophilus CF-2612,,unknown,5HXV_A_Repair,11.34,0.06
5JRM,/home/ubuntu/xylanase-thesis/data/raw/pdb/5JRM.cif,A,189,cif,980.0,17.0,0.0,4767.577665255938,X0M5X0,fungal,Fusarium oxysporum f. sp. vasinfectum 25433,,unknown,5JRM_A_Repair,-9.15,-0.048412698412698414
5JRN,/home/ubuntu/xylanase-thesis/data/raw/pdb/5JRN.cif,A,189,cif,637.0,18.0,0.0,7140.2267873254,X0M5X0,fungal,Fusarium oxysporum f. sp. vasinfectum 25433,,unknown,5JRN_A_Repair,16.36,0.08656084656084656
5K7P,/home/ubuntu/xylanase-thesis/data/raw/pdb/5K7P.cif,A,190,cif,646.0,17.0,0.0,7337.082149724728,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5K7P_A_Repair,12.87,0.06773684210526315
5K9Y,/home/ubuntu/xylanase-thesis/data/raw/pdb/5K9Y.cif,A,184,cif,833.0,12.0,0.0,5499.909792274468,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,5K9Y_A_Repair,5.49,0.029836956521739132
5M0K,/home/ubuntu/xylanase-thesis/data/raw/pdb/5M0K.cif,A,299,cif,1301.0,62.0,2.0,11366.772108079893,D5UH90,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),CBM13;GH10;,GH10,5M0K_A_Repair,5.71,0.019096989966555185
5MRJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/5MRJ.cif,A,307,cif,1331.0,62.0,1.0,11387.779360101404,A0A086SY89,fungal,Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum),,unknown,5MRJ_A_Repair,-3.77,-0.01228013029315961
5RG4,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG4.cif,A,300,cif,1671.0,42.0,0.0,6935.69622504682,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG4_A_Repair,-49.85,-0.16616666666666668
5RG5,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG5.cif,A,301,cif,1718.0,48.0,0.0,6745.576148270261,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG5_A_Repair,-60.46,-0.2008637873754153
5RG6,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG6.cif,A,300,cif,1790.0,45.0,0.0,6117.325589050954,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG6_A_Repair,-59.86,-0.19953333333333334
5RG7,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG7.cif,A,300,cif,1767.0,39.0,0.0,6282.84311234138,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG7_A_Repair,-61.6,-0.20533333333333334
5RG8,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG8.cif,A,299,cif,1757.0,35.0,0.0,5966.269495329009,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG8_A_Repair,-49.34,-0.16501672240802676
5RG9,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RG9.cif,A,300,cif,1719.0,38.0,0.0,6647.214867772923,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RG9_A_Repair,-59.94,-0.1998
5RGA,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGA.cif,A,301,cif,1746.0,43.0,0.0,6301.047473096473,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGA_A_Repair,-50.76,-0.16863787375415282
5RGB,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGB.cif,A,299,cif,1760.0,48.0,0.0,6257.758274117448,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGB_A_Repair,-57.98,-0.19391304347826085
5RGC,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGC.cif,A,300,cif,1811.0,44.0,0.0,5802.545783744671,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGC_A_Repair,-59.56,-0.19853333333333334
5RGD,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGD.cif,A,300,cif,1754.0,41.0,0.0,6222.213440321531,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGD_A_Repair,-63.99,-0.21330000000000002
5RGE,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGE.cif,A,300,cif,1692.0,37.0,0.0,6589.359410561743,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGE_A_Repair,-63.49,-0.21163333333333334
5RGF,/home/ubuntu/xylanase-thesis/data/raw/pdb/5RGF.cif,A,301,cif,1753.0,35.0,0.0,6358.8251067744295,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,5RGF_A_Repair,-60.44,-0.20079734219269102
5TVV,/home/ubuntu/xylanase-thesis/data/raw/pdb/5TVV.cif,A,185,cif,844.0,8.0,0.0,5525.4739998382265,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,5TVV_A_Repair,-5.49,-0.029675675675675677
5TVY,/home/ubuntu/xylanase-thesis/data/raw/pdb/5TVY.cif,A,188,cif,1244.0,10.0,0.0,2497.4501468703734,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,5TVY_A_Repair,-2.32,-0.012340425531914893
5TZO,/home/ubuntu/xylanase-thesis/data/raw/pdb/5TZO.cif,A,185,cif,1050.0,8.0,0.0,3723.398271443176,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,5TZO_A_Repair,-9.1,-0.049189189189189186
5XC0,/home/ubuntu/xylanase-thesis/data/raw/pdb/5XC0.cif,B,354,cif,1636.0,93.0,0.0,12698.65349286106,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5XC0_B_Repair,-40.63,-0.11477401129943504
5XC1,/home/ubuntu/xylanase-thesis/data/raw/pdb/5XC1.cif,A,354,cif,1971.0,99.0,0.0,9981.83509187469,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,5XC1_A_Repair,-66.39,-0.18754237288135595
5XZO,/home/ubuntu/xylanase-thesis/data/raw/pdb/5XZO.cif,A,335,cif,2230.0,43.0,2.0,5397.814766607439,D0QF43,fungal,Bispora sp. MEY-1,GH10;,GH10,5XZO_A_Repair,-17.05,-0.0508955223880597
5XZU,/home/ubuntu/xylanase-thesis/data/raw/pdb/5XZU.cif,A,334,cif,2019.0,45.0,1.0,6576.77777180709,D0QF43,fungal,Bispora sp. MEY-1,GH10;,GH10,5XZU_A_Repair,-20.01,-0.05991017964071857
5Y3X,/home/ubuntu/xylanase-thesis/data/raw/pdb/5Y3X.cif,A,329,cif,1844.0,130.0,0.0,10200.154330504543,E4Q2A4,bacterial,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),GH10;,GH10,5Y3X_A_Repair,-56.07,-0.17042553191489362
5ZF3,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZF3.cif,A,189,cif,1194.0,18.0,0.0,2797.1407192986503,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZF3_A_Repair,-11.2,-0.059259259259259255
5ZH0,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZH0.cif,A,189,cif,1203.0,19.0,0.0,2868.115743891368,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZH0_A_Repair,-12.97,-0.06862433862433863
5ZH9,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZH9.cif,A,189,cif,1179.0,19.0,0.0,2780.102304108277,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZH9_A_Repair,-6.53,-0.03455026455026455
5ZII,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZII.cif,A,189,cif,1025.0,19.0,0.0,3491.2358686790617,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZII_A_Repair,-2.81,-0.014867724867724868
5ZIW,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZIW.cif,A,189,cif,1190.0,20.0,0.0,2837.507885251457,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZIW_A_Repair,-8.93,-0.04724867724867725
5ZKZ,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZKZ.cif,A,189,cif,1068.0,19.0,0.0,3338.1159119465296,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZKZ_A_Repair,3.05,0.016137566137566138
5ZO0,/home/ubuntu/xylanase-thesis/data/raw/pdb/5ZO0.cif,A,189,cif,927.0,18.0,0.0,3975.68443497638,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,5ZO0_A_Repair,-8.17,-0.043227513227513226
6D5C,/home/ubuntu/xylanase-thesis/data/raw/pdb/6D5C.cif,A,337,cif,2351.0,59.0,0.0,4978.605292469549,A0A4V8GZQ8,bacterial,Anaerocellum danielii,,unknown,6D5C_A_Repair,-88.08,-0.2613649851632047
6FJ4,/home/ubuntu/xylanase-thesis/data/raw/pdb/6FJ4.cif,A,274,cif,1457.0,48.0,0.0,6952.947200396131,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,6FJ4_A_Repair,-55.04,-0.20087591240875913
6JUG,/home/ubuntu/xylanase-thesis/data/raw/pdb/6JUG.cif,A,189,cif,1142.0,19.0,0.0,3162.101473087252,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6JUG_A_Repair,-6.19,-0.03275132275132275
6JWB,/home/ubuntu/xylanase-thesis/data/raw/pdb/6JWB.cif,A,189,cif,1236.0,20.0,0.0,2757.335420908754,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6JWB_A_Repair,-0.17,-0.0008994708994708995
6JXL,/home/ubuntu/xylanase-thesis/data/raw/pdb/6JXL.cif,A,189,cif,1122.0,19.0,0.0,3448.455067355986,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6JXL_A_Repair,3.57,0.01888888888888889
6JZP,/home/ubuntu/xylanase-thesis/data/raw/pdb/6JZP.cif,A,189,cif,1201.0,19.0,0.0,2845.109684959943,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6JZP_A_Repair,-9.53,-0.05042328042328042
6K9O,/home/ubuntu/xylanase-thesis/data/raw/pdb/6K9O.cif,A,189,cif,1248.0,19.0,0.0,2636.155596862296,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6K9O_A_Repair,-9.34,-0.049417989417989416
6K9R,/home/ubuntu/xylanase-thesis/data/raw/pdb/6K9R.cif,A,189,cif,1072.0,20.0,0.0,3506.565144368548,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6K9R_A_Repair,-4.98,-0.02634920634920635
6K9W,/home/ubuntu/xylanase-thesis/data/raw/pdb/6K9W.cif,A,189,cif,1295.0,20.0,0.0,2568.775798335973,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6K9W_A_Repair,-1.73,-0.009153439153439153
6K9X,/home/ubuntu/xylanase-thesis/data/raw/pdb/6K9X.cif,A,189,cif,1073.0,18.0,0.0,3439.582757312905,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6K9X_A_Repair,-15.95,-0.08439153439153439
6KJL,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KJL.cif,A,328,cif,1448.0,37.0,0.0,10126.891698672442,Q9RC94,bacterial,Bacillus sp. 41M-1,CBM36;GH11;,GH11,6KJL_A_Repair,10.58,0.03225609756097561
6KKA,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KKA.cif,A,327,cif,1392.0,37.0,0.0,10567.298126762638,Q9RC94,bacterial,Bacillus sp. 41M-1,CBM36;GH11;,GH11,6KKA_A_Repair,0.47,0.001437308868501529
6KVV,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KVV.cif,A,190,cif,1182.0,22.0,0.0,3001.567056099351,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KVV_A_Repair,-22.33,-0.11752631578947367
6KW9,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KW9.cif,A,190,cif,1198.0,20.0,0.0,2819.033825050247,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KW9_A_Repair,-11.35,-0.05973684210526316
6KWC,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWC.cif,A,191,cif,1164.0,20.0,0.0,3128.5555090331086,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWC_A_Repair,-0.68,-0.0035602094240837698
6KWD,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWD.cif,A,189,cif,1107.0,18.0,0.0,3587.8201261414542,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWD_A_Repair,-5.74,-0.03037037037037037
6KWE,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWE.cif,A,189,cif,1197.0,20.0,0.0,2798.70220394482,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWE_A_Repair,-3.85,-0.020370370370370372
6KWF,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWF.cif,A,190,cif,1188.0,22.0,0.0,2899.819968101902,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWF_A_Repair,-18.29,-0.09626315789473684
6KWG,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWG.cif,A,189,cif,1071.0,19.0,0.0,3716.186129754699,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWG_A_Repair,-9.22,-0.04878306878306879
6KWH,/home/ubuntu/xylanase-thesis/data/raw/pdb/6KWH.cif,A,189,cif,1077.0,20.0,0.0,3567.24165125168,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,6KWH_A_Repair,-3.41,-0.018042328042328044
6LPS,/home/ubuntu/xylanase-thesis/data/raw/pdb/6LPS.cif,A,351,cif,2013.0,94.0,0.0,10284.24453681545,Q17TM8,bacterial,Halalkalibacterium halodurans (Bacillus halodurans),GH10;,GH10,6LPS_A_Repair,-53.75,-0.15313390313390313
6Q8M,/home/ubuntu/xylanase-thesis/data/raw/pdb/6Q8M.cif,A,321,cif,2216.0,23.0,1.0,3995.9353045842367,A0A1L9WG58,fungal,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),,unknown,6Q8M_A_Repair,-70.32,-0.21906542056074765
6Q8N,/home/ubuntu/xylanase-thesis/data/raw/pdb/6Q8N.cif,A,321,cif,1928.0,22.0,2.0,5120.050739042969,A0A1L9WG58,fungal,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),,unknown,6Q8N_A_Repair,-48.03,-0.14962616822429906
6QE8,/home/ubuntu/xylanase-thesis/data/raw/pdb/6QE8.cif,A,183,cif,997.0,7.0,1.0,3728.581132772991,P55329,fungal,Aspergillus niger,GH11;,GH11,6QE8_A_Repair,-5.16,-0.02819672131147541
6QFS,/home/ubuntu/xylanase-thesis/data/raw/pdb/6QFS.cif,B,106,cif,366.0,0.0,1.0,4378.484403074038,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,6QFS_B_Repair,14.3,0.1349056603773585
6SGF,/home/ubuntu/xylanase-thesis/data/raw/pdb/6SGF.cif,B,132,cif,643.0,15.0,0.0,3954.175809900101,C7G9B5,bacterial,Roseburia intestinalis L1-82,,unknown,6SGF_B_Repair,-0.77,-0.005833333333333334
6WQW,/home/ubuntu/xylanase-thesis/data/raw/pdb/6WQW.cif,A,305,cif,1468.0,102.0,0.0,11556.026990239658,L0EGW1,bacterial,Thermobacillus composti (strain DSM 18247 / JCM 13945 / KWC4),,unknown,6WQW_A_Repair,-32.87,-0.10777049180327868
6Y0H,/home/ubuntu/xylanase-thesis/data/raw/pdb/6Y0H.cif,A,189,cif,1169.0,17.0,0.0,3174.031419861846,C7YSL3,fungal,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),,unknown,6Y0H_A_Repair,0.43,0.002275132275132275
6Y8G,/home/ubuntu/xylanase-thesis/data/raw/pdb/6Y8G.cif,AAA,273,cif,1573.0,48.0,0.0,6571.008802385455,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,6Y8G_AAA_Repair,,
7CPK,/home/ubuntu/xylanase-thesis/data/raw/pdb/7CPK.cif,A,357,cif,2191.0,98.0,0.0,9419.817913756924,P07528,bacterial,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),GH10;,GH10,7CPK_A_Repair,-63.48,-0.17781512605042016
7CPL,/home/ubuntu/xylanase-thesis/data/raw/pdb/7CPL.cif,A,358,cif,2234.0,101.0,0.0,8765.213363147113,P07528,bacterial,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),GH10;,GH10,7CPL_A_Repair,-62.19,-0.17371508379888267
7DFM,/home/ubuntu/xylanase-thesis/data/raw/pdb/7DFM.cif,A,194,cif,723.0,14.0,0.0,6949.476946885497,A0A7G1MBT0,bacterial,Streptomyces olivaceoviridis (Streptomyces corchorusii),,unknown,7DFM_A_Repair,-6.23,-0.03211340206185567
7DFN,/home/ubuntu/xylanase-thesis/data/raw/pdb/7DFN.cif,A,194,cif,925.0,16.0,0.0,4279.158427437379,A0A7G1MBT0,bacterial,Streptomyces olivaceoviridis (Streptomyces corchorusii),,unknown,7DFN_A_Repair,-3.17,-0.01634020618556701
7DFO,/home/ubuntu/xylanase-thesis/data/raw/pdb/7DFO.cif,A,194,cif,859.0,15.0,0.0,5066.827095243795,A0A7G1MBT0,bacterial,Streptomyces olivaceoviridis (Streptomyces corchorusii),,unknown,7DFO_A_Repair,-6.65,-0.03427835051546392
7ERL,/home/ubuntu/xylanase-thesis/data/raw/pdb/7ERL.cif,A,545,cif,2350.0,100.0,0.0,15571.135748948023,A0A6N2X8R5,bacterial,Bacteroides intestinalis,,unknown,7ERL_A_Repair,-53.15,-0.09752293577981651
7K4P,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4P.cif,A,299,cif,1897.0,35.0,1.0,5252.978398021077,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4P_A_Repair,-82.01,-0.2742809364548495
7K4Q,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4Q.cif,B,300,cif,2059.0,38.0,1.0,4369.494258173708,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4Q_B_Repair,-76.46,-0.25486666666666663
7K4R,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4R.cif,A,305,cif,2016.0,34.0,1.0,4671.149695744874,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4R_A_Repair,-67.85,-0.2224590163934426
7K4S,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4S.cif,A,301,cif,1738.0,40.0,0.0,5947.390760294905,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4S_A_Repair,-19.54,-0.06491694352159467
7K4T,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4T.cif,A,301,cif,2109.0,36.0,1.0,3914.79893678356,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4T_A_Repair,-67.22,-0.22332225913621262
7K4U,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4U.cif,A,305,cif,1855.0,36.0,0.0,6034.212015931443,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4U_A_Repair,-65.02,-0.21318032786885244
7K4V,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4V.cif,A,299,cif,1832.0,35.0,0.0,5756.099447511606,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4V_A_Repair,-75.03,-0.25093645484949834
7K4W,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4W.cif,A,286,cif,1491.0,30.0,1.0,8274.028267156338,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4W_A_Repair,-67.88,-0.23734265734265733
7K4X,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4X.cif,A,302,cif,1843.0,47.0,0.0,5858.690078269284,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4X_A_Repair,-81.29,-0.2691721854304636
7K4Y,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4Y.cif,A,300,cif,1387.0,31.0,1.0,10022.679352654231,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4Y_A_Repair,-14.02,-0.046733333333333335
7K4Z,/home/ubuntu/xylanase-thesis/data/raw/pdb/7K4Z.cif,A,301,cif,1843.0,39.0,1.0,5769.973323855651,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,7K4Z_A_Repair,-77.26,-0.2566777408637874
7KV0,/home/ubuntu/xylanase-thesis/data/raw/pdb/7KV0.cif,A,186,cif,744.0,10.0,0.0,6503.407094320452,A0A0M9BNX9,bacterial,Paenibacillus xylanivorans,,unknown,7KV0_A_Repair,-6.11,-0.0328494623655914
7MGU,/home/ubuntu/xylanase-thesis/data/raw/pdb/7MGU.cif,A,189,cif,1398.0,21.0,0.0,1923.2217740372969,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,7MGU_A_Repair,47.61,0.2519047619047619
7NL2,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NL2.cif,A,335,cif,2098.0,88.0,0.0,7096.455843962501,F7YXD6,bacterial,Pseudothermotoga thermarum DSM 5069,,unknown,7NL2_A_Repair,-133.75,-0.39925373134328357
7NN3,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NN3.cif,A,383,cif,2152.0,82.0,0.0,9546.02060410253,E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),CBM22;CBM9;GH10;,GH10,7NN3_A_Repair,-38.38,-0.10020887728459531
